Vehicle condition,Category,Vehicle Number,Origin,Mileage,Cubic Capacity,Power,Fuel,Number of Seats,Door Count,Transmission,Emission Class,Emissions Sticker,First Registration,HU,Climatisation,Parking sensors,Airbags,Colour (Manufacturer),Colour,Interior Design,price,Make,Number of Vehicle Owners,Cylinders
Used vehicle,Estate Car,KT06649,German edition,103500.0,2967.0,210.0,Diesel,5.0,4/5,Automatic,Euro6d-TEMP,4 (Green),08/2019,New,"Automatic climatisation, 3 zones","Camera, Rear, Front",Front and Side and More Airbags,Manhattangrau Metallic,Grey Metallic,"Part leather, Black",28480.0,Audi,2.0,
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,3-163,,108000.0,2995.0,200.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),07/2016,07/2026,"Automatic climatisation, 2 zones","Front, Camera, Rear",Front and Side and More Airbags,,Black Metallic,"Full leather, Black",22490.0,Audi,,
Used vehicle,Saloon,,,142820.0,1598.0,81.0,Diesel,5.0,4/5,Manual gearbox,Euro6,4 (Green),11/2016,06/2026,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Nanograu,Grey Metallic,"Cloth, Black",14200.0,Audi,1.0,4.0
Used vehicle,Sports Car / Coupe,,German edition,121000.0,2995.0,245.0,Petrol,4.0,2/3,Automatic,Euro5,4 (Green),07/2014,10/2025,"Automatic climatisation, 2 zones",,Front and Side and More Airbags,Monscheinblau Perleffekt,Blue Metallic,"Full leather, Black",23880.0,Audi,,6.0
"Used vehicle, Accident-free",Cabriolet / Roadster,,German edition,90000.0,1984.0,169.0,Petrol,4.0,2/3,Manual gearbox,Euro6,4 (Green),07/2016,New,"Automatic climatisation, 3 zones","Front, Camera, Rear",Front and Side and More Airbags,Daytonagrau Perleffekt,Grey Metallic,"Alcantara, Black",19990.0,Audi,2.0,4.0
Used vehicle,Cabriolet / Roadster,15932,German edition,78265.0,1798.0,132.0,Petrol,2.0,2/3,Manual gearbox,Euro6,4 (Green),01/2016,New,Automatic air conditioning,Rear,Front and Side Airbags,Nanograu,Grey Metallic,"Alcantara, Black",23990.0,Audi,2.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,,,137000.0,1968.0,140.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),11/2016,04/2026,"Automatic climatisation, 2 zones","Camera, Front, Rear",Front and Side and More Airbags,Gletscherweiß Metallic,White Metallic,"Part leather, Black",21990.0,Audi,,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,MSP07120,German edition,108000.0,1968.0,140.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),06/2018,New,"Automatic climatisation, 2 zones","Camera, Front, Rear",Front and Side and More Airbags,Brillantschwarz,Black,"Cloth, Black",29780.0,Audi,2.0,
"Used vehicle, Accident-free",Saloon,,,122000.0,1498.0,110.0,Petrol,5.0,4/5,Automatic,,4 (Green),01/2020,05/2025,A/C (man.),"Rear, Camera",Front and Side Airbags,Nanograu Metallic,Grey Metallic,"Cloth, Black",15999.0,Audi,2.0,4.0
Used vehicle,Sports Car / Coupe,,German edition,82500.0,1984.0,140.0,Petrol,5.0,2/3,Automatic,Euro6,4 (Green),07/2017,05/2026,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Mythosschwarz Metallic,Black Metallic,"Other, Black",23299.0,Audi,2.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,9-25010482,German edition,59886.0,1498.0,110.0,Petrol,5.0,4/5,Automatic,Euro6d-TEMP,4 (Green),11/2019,New,"Automatic climatisation, 2 zones","Camera, Front, Rear",Front and Side and More Airbags,Mythosschwarz Metallic,Black Metallic,"Full leather, Black",24980.0,Audi,2.0,
Used vehicle,Saloon,,German edition,93000.0,2995.0,213.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),05/2011,06/2025,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Eissilber Metallic,Silver Metallic,"Full leather, Black",18700.0,Audi,2.0,
Used vehicle,Cabriolet / Roadster,,German edition,102900.0,1798.0,125.0,Petrol,4.0,2/3,Automatic,Euro5,4 (Green),06/2012,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Ibisweiß,White,"Alcantara, Black",16990.0,Audi,,
Used vehicle,Saloon,,German edition,146821.0,1968.0,110.0,Diesel,4.0,4/5,Automatic,Euro6,4 (Green),09/2016,01/2027,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Monsungrau Metallic,Grey Metallic,"Cloth, Black",16950.0,Audi,,4.0
"Used vehicle, Accident-free",Estate Car,,German edition,99970.0,1984.0,185.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),04/2015,New,"Automatic climatisation, 4 zones","Front, Rear, Camera",Front and Side and More Airbags,Havannaschwarz perleffekt LY8X,Black Metallic,"Full leather, Black",24990.0,Audi,2.0,
"Used vehicle, Repaired accident damage",Saloon,17893,German edition,111338.0,1984.0,140.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),05/2016,05/2025,Automatic air conditioning,Rear,Front and Side Airbags,Manhattangrau Metallic,Grey Metallic,"Cloth, Grey",16950.0,Audi,2.0,4.0
"Used vehicle, Accident-free",Saloon,,German edition,112038.0,1984.0,169.0,Petrol,4.0,4/5,Automatic,Euro6,4 (Green),07/2016,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,"Individuallackierung, Audi exclu",Blue,"Full leather, Black",22790.0,Audi,,
Used vehicle,Estate Car,AHR-002423,,83402.0,1968.0,120.0,Diesel,5.0,4/5,Automatic,Euro6d,1 (None),08/2021,,"Automatic climatisation, 3 zones","Front, Rear",Front and Side and More Airbags,Brillantschwarz,Black,"Full leather, Brown",26400.0,Audi,1.0,4.0
Used vehicle,Sports Car / Coupe,117 -- 41 -- 2501 -- (IBAS),German edition,104876.0,1798.0,130.0,Petrol,4.0,2/3,Automatic,Euro6,4 (Green),08/2016,01/2027,"Automatic climatisation, 3 zones","Rear, Front",Front and Side and More Airbags,Gletscherweiß Metallic,White Metallic,"Full leather, Black",19848.0,Audi,,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,336,German edition,115986.0,1984.0,200.0,Petrol,2.0,2/3,Automatic,Euro5,4 (Green),08/2011,New,Automatic air conditioning,Rear,Front and Side Airbags,Phantomschwarz Perleffekt,Black Metallic,"Full leather, Red",22900.0,Audi,,4.0
"Used vehicle, Accident-free",Estate Car,14589,German edition,103139.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),04/2017,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,schwarz,Black,"Cloth, Black",17995.0,Audi,2.0,
Used vehicle,Cabriolet / Roadster,B21887TRUZZZFV8H1014230,German edition,101480.0,1798.0,132.0,Petrol,2.0,2/3,Automatic,Euro6,,02/2017,,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Monsungrau Metallic,Grey Metallic,"Full leather, Black",22990.0,Audi,1.0,
"Used vehicle, Accident-free",Cabriolet / Roadster,PI-1152,German edition,97311.0,1798.0,118.0,Petrol,4.0,2/3,Automatic,Euro5,4 (Green),10/2012,,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Tiefseeblau Perleffekt,Blue Metallic,"Full leather, Black",14400.0,Audi,,4.0
Used vehicle,Estate Car,82002,,67000.0,1984.0,140.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),04/2016,New,"Automatic climatisation, 3 zones","Front, Rear",Front and Side and More Airbags,Florettsilber Metallic,Silver Metallic,"Cloth, Other",21990.0,Audi,,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,N789FL | 2026544,,90713.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,,07/2016,09/2025,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,Hainan Blue,Blue Metallic,"Cloth, Black",18720.0,Audi,1.0,4.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,K-183,,109610.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),03/2016,New,"Automatic climatisation, 4 zones",,Front and Side and More Airbags,Glacier White Metallic,White Metallic,"Cloth, Black",18900.0,Audi,,
Used vehicle,Small Car,,German edition,101500.0,1197.0,81.0,Petrol,5.0,2/3,Manual gearbox,Euro6d-TEMP,4 (Green),05/2015,07/2026,,"Rear, Self-steering systems, Front",,Brillantschwarz,Black Metallic,"Alcantara, Black",14690.0,Audi,2.0,4.0
Used vehicle,Saloon,,German edition,64235.0,1984.0,132.0,Petrol,5.0,4/5,Manual gearbox,Euro5,4 (Green),02/2013,06/2026,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Quarzgrau Metallic,Grey Metallic,"Cloth, Black",18999.0,Audi,2.0,4.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,K-270,,94677.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),05/2016,New,A/C (man.),,Front and Side and More Airbags,Cortina White,White Metallic,"Cloth, Other",17900.0,Audi,1.0,
Used vehicle,Sports Car / Coupe,,,113700.0,2995.0,245.0,Petrol,5.0,,Automatic,,4 (Green),03/2016,11/2026,"Automatic climatisation, 2 zones","Rear, Camera, Front",Front and Side and More Airbags,,White,"Full leather, Black",25900.0,Audi,3.0,6.0
"Used vehicle, Accident-free",Saloon,,,102938.0,2995.0,200.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),07/2014,03/2025,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,Monsungrau Metallic,Grey Metallic,"Full leather, Grey",23950.0,Audi,2.0,
Used vehicle,Saloon,,German edition,108741.0,1984.0,155.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),05/2013,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,Havannaschwarz Metallic,Black Metallic,"Full leather, Black",19890.0,Audi,2.0,4.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,141 G,German edition,79900.0,1984.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),05/2016,,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Gletscherweiß Metallic,White Metallic,"Cloth, Black",19970.0,Audi,,4.0
"Used vehicle, Accident-free",Sports Car / Coupe,,German edition,88999.0,1984.0,140.0,Petrol,4.0,2/3,Manual gearbox,Euro6,4 (Green),04/2017,New,Automatic air conditioning,Rear,Front and Side and More Airbags,Monsungrau Metallic,Grey Metallic,"Other, Other",23300.0,Audi,,
"Used vehicle, Accident-free",Saloon,N085229,German edition,97500.0,2773.0,150.0,Petrol,5.0,4/5,Manual gearbox,Euro5,4 (Green),12/2012,New,"Automatic climatisation, 3 zones","Front, Rear",Front Airbags,Granatrot Perleffekt,Red Metallic,"Cloth, Black",13750.0,Audi,1.0,6.0
Used vehicle,Saloon,1210-069,German edition,89758.0,1968.0,140.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),02/2015,New,"Automatic climatisation, 4 zones","Front, Rear",Front and Side Airbags,mythosschwarz,Black Metallic,"Cloth, Black",23880.0,Audi,,4.0
"Used vehicle, Accident-free",Saloon,GW078517,German edition,83590.0,1798.0,130.0,Petrol,5.0,4/5,Manual gearbox,Euro6,,01/2017,01/2026,"Automatic climatisation, 3 zones","Rear, Front",Front and Side and More Airbags,Brillantschwarz,Black,"Cloth, Black",21980.0,Audi,2.0,
Used vehicle,Estate Car,0211G,German edition,59813.0,1968.0,140.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),01/2020,New,"Automatic climatisation, 3 zones","Rear, Front",Front and Side and More Airbags,Tangorot Metallic,Red Metallic,"Full leather, Black",27990.0,Audi,,
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,,German edition,105500.0,1984.0,132.0,Petrol,5.0,4/5,Manual gearbox,,4 (Green),06/2013,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Lavagrau Perleffekt,Grey Metallic,Black,15800.0,Audi,2.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,0036F,German edition,71441.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),10/2015,New,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Cortinaweiß,White,"Cloth, Other",21990.0,Audi,,
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,528-373,German edition,97800.0,1984.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),06/2017,,Automatic air conditioning,"Front, Self-steering systems, Rear",Front and Side and More Airbags,florettsilber,Silver Metallic,"Full leather, Black",22480.0,Audi,1.0,4.0
"Used vehicle, Accident-free",Saloon,11-34,German edition,84570.0,1984.0,140.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),12/2017,New,Automatic air conditioning,Rear,Front and Side and More Airbags,"Cosmos Blue, metallic",Blue Metallic,Cloth,21830.0,Audi,2.0,
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,9001DS,,77948.0,1984.0,162.0,Petrol,5.0,4/5,Automatic,,4 (Green),07/2016,08/2026,"Automatic climatisation, 2 zones","Front, Camera, Rear",Front and Side and More Airbags,,White,Full leather,24850.0,Audi,,
"Used vehicle, Accident-free",Estate Car,003494NW,German edition,95000.0,1984.0,185.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),10/2015,New,"Automatic climatisation, 3 zones","Front, 360° camera, Self-steering systems, Rear",Front and Side and More Airbags,Tangorot Metallic,Red Metallic,"Part leather, Black",25680.0,Audi,2.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,0302C,German edition,73855.0,1984.0,132.0,Petrol,5.0,4/5,Automatic,Euro6d,4 (Green),03/2016,New,"Automatic climatisation, 2 zones","Front, Camera, Rear",Front and Side and More Airbags,Hainanblau Metallic,Blue Metallic,"Full leather, Black",23950.0,Audi,,
Used vehicle,Cabriolet / Roadster,232,German edition,96687.0,1984.0,200.0,Petrol,2.0,,Automatic,Euro5,4 (Green),07/2010,New,,Rear,,,White,"Full leather, Black",19990.0,Audi,,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,WAUZZZ8U0HR006474,German edition,90000.0,1399.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),07/2016,,"Automatic climatisation, 2 zones","Rear, Camera",Front and Side and More Airbags,schwarz,Black,"Full leather, Black",17990.0,Audi,2.0,
Used vehicle,Saloon,,German edition,99416.0,2773.0,150.0,Petrol,5.0,4/5,Automatic,Euro5,,12/2013,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Quarzgrau Metallic,Grey Metallic,"Full leather, Black",17950.0,Audi,2.0,6.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,42785,,66870.0,1984.0,155.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),12/2014,New,"Automatic climatisation, 2 zones",Rear,,Brillantschwarz,Black,"Cloth, Other",21995.0,Audi,3.0,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,12412,,74956.0,1984.0,200.0,Petrol,2.0,2/3,Automatic,Euro5,4 (Green),03/2011,03/2026,Automatic air conditioning,Rear,Front and Side and More Airbags,Oolonggrau Metallic,Grey Metallic,"Full leather, Black",22890.0,Audi,,4.0
Used vehicle,Estate Car,,German edition,112650.0,1984.0,155.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),03/2013,New,"Automatic climatisation, 2 zones","Rear, Front, Camera",Front and Side and More Airbags,Dakotagrau LY1P,Grey Metallic,"Full leather, Black",19990.0,Audi,2.0,4.0
"Used vehicle, Accident-free",Saloon,,,95300.0,1798.0,132.0,Petrol,5.0,2/3,Automatic,Euro6,4 (Green),09/2015,New,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Scubablau Metallic,Blue Metallic,"Part leather, Black",19995.0,Audi,3.0,4.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,,German edition,91400.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),01/2017,New,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,Hainanblau    Metallic,Blue Metallic,"Part leather, Black",19000.0,Audi,2.0,4.0
Used vehicle,Estate Car,,German edition,81350.0,1395.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),04/2015,New,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Mythosschwarz Metallic,Black Metallic,"Cloth, Black",14790.0,Audi,3.0,4.0
"Used vehicle, Accident-free",Estate Car,,German edition,99500.0,1984.0,165.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),12/2014,New,"Automatic climatisation, 3 zones","Rear, Front",Front and Side and More Airbags,Suzukagrau Metallic,Grey Metallic,"Full leather, Black",19999.0,Audi,2.0,4.0
Used vehicle,Saloon,741-784,German edition,95155.0,1984.0,140.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),03/2018,,Automatic air conditioning,"Rear, Front",Front and Side Airbags,mythosschwarz,Black Metallic,"Full leather, Black",25480.0,Audi,,4.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,583,German edition,101500.0,2480.0,250.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),07/2015,New,Automatic air conditioning,"Rear, Front, Camera",Front and Side and More Airbags,Sepangblau Perleffekt,Blue,"Full leather, Black",29900.0,Audi,2.0,
Used vehicle,Saloon,2025-603,,105300.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),11/2016,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Brillantschwarz,Black,"Cloth, Black",16275.0,Audi,3.0,4.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,,,86700.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),10/2016,11/2025,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Tundrabraun Metallic,Brown Metallic,"Cloth, Black",18490.0,Audi,1.0,4.0
"Used vehicle, Accident-free",Saloon,,,81000.0,1984.0,132.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),07/2013,,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Dakotagrau Metallic,Grey Metallic,"Cloth, Black",18990.0,Audi,,
Used vehicle,Saloon,1503-661,German edition,86737.0,2967.0,160.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),07/2015,New,"Automatic climatisation, 4 zones","Camera, Rear, Front",Front and Side and More Airbags,mondscheinblau,Blue Metallic,"Full leather, Black",23880.0,Audi,,6.0
Used vehicle,Saloon,080,,78893.0,1798.0,130.0,Petrol,4.0,4/5,Automatic,Euro6,4 (Green),01/2017,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Daytonagrau Perleffekt,Grey Metallic,"Other, Other",21990.0,Audi,,4.0
"Used vehicle, Accident-free",Saloon,,,112000.0,1798.0,132.0,Petrol,5.0,2/3,Automatic,Euro6,,02/2013,12/2025,No climatisation,Camera,,,,"Full leather, Black",19999.0,Audi,,
"Used vehicle, Accident-free",Cabriolet / Roadster,,German edition,96000.0,1798.0,132.0,Petrol,4.0,2/3,Automatic,Euro6,4 (Green),05/2014,New,Automatic air conditioning,Rear,Front and Side and More Airbags,Lotusgrau Metallic,Grey Metallic,"Full leather, Black",19499.0,Audi,1.0,
"Used vehicle, Accident-free",Cabriolet / Roadster,,,94000.0,1984.0,200.0,Petrol,2.0,2/3,Automatic,Euro5,4 (Green),06/2013,New,Automatic air conditioning,Rear,Front and Side and More Airbags,Dakotagrau Metallic,Grey Metallic,"Full leather, Black",21950.0,Audi,,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,,,94000.0,1984.0,200.0,Petrol,2.0,2/3,Automatic,Euro5,4 (Green),06/2013,New,Automatic air conditioning,Rear,Front and Side and More Airbags,Dakotagrau Metallic,Grey Metallic,"Full leather, Black",21950.0,Audi,,4.0
"Used vehicle, Accident-free",Estate Car,,German edition,112000.0,1798.0,140.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),02/2018,New,"Automatic climatisation, 4 zones","Rear, Camera, Front",Front and Side and More Airbags,Brillantschwarz,Black Metallic,"Cloth, Black",21900.0,Audi,1.0,
"Used vehicle, Accident-free",Sports Car / Coupe,73,German edition,97602.0,1984.0,169.0,Petrol,2.0,2/3,Automatic,Euro6,4 (Green),03/2017,03/2026,"Automatic climatisation, 2 zones","Front, Rear, Camera",Front and Side and More Airbags,Nanograu Metallic,Grey Metallic,"Alcantara, Black",26990.0,Audi,2.0,4.0
"Used vehicle, Accident-free",Cabriolet / Roadster,1168448,,99700.0,1498.0,110.0,Petrol,5.0,2/3,Automatic,Euro6,4 (Green),05/2018,,"Automatic climatisation, 2 zones","Front, Rear, Camera",Front and Side and More Airbags,graumet.,Grey Metallic,"Other, Other",24800.0,Audi,2.0,
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,,German edition,95000.0,1984.0,162.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),08/2017,04/2026,"Automatic climatisation, 2 zones","Front, Self-steering systems, Camera, Rear",Front and Side and More Airbags,Hainanblau  Metallic SONDERLACKR,Blue Metallic,"Part leather, Black",24990.0,Audi,2.0,4.0
Used vehicle,Estate Car,0281E,German edition,83053.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),04/2018,New,Automatic air conditioning,"Camera, Rear, Front",Front and Side and More Airbags,Ibisweiß,White,"Full leather, Black",23950.0,Audi,,
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,,German edition,99990.0,1984.0,165.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),05/2013,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Phantomschwarz perleffekt LZ9Y,Black Metallic,"Full leather, Black",21990.0,Audi,2.0,
"Used vehicle, Accident-free",Cabriolet / Roadster,,German edition,99999.0,1798.0,132.0,Petrol,4.0,2/3,Automatic,Euro6,4 (Green),06/2014,New,"Automatic climatisation, 2 zones","Front, Rear, Self-steering systems",Front and Side and More Airbags,Mythosschwarz Metallic,Black Metallic,"Alcantara, Black",19499.0,Audi,1.0,
Used vehicle,Saloon,4392,,110000.0,2967.0,180.0,Diesel,5.0,4/5,Automatic,Euro5,4 (Green),01/2015,,"Automatic climatisation, 2 zones","Rear, Camera, Front",Front and Side and More Airbags,Eissilber Metallic,Silver Metallic,"Full leather, Black",20990.0,Audi,,6.0
"Used vehicle, Accident-free",Saloon,009 - 2 gelb,German edition,86000.0,1968.0,150.0,Diesel,5.0,4/5,Automatic,Euro6d-TEMP,4 (Green),06/2020,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Brillantschwarz,Black,"Other, Black",28400.0,Audi,1.0,
